DESeq2_PDX3_CBAM44728_MLL-AF10_MEN1-WT_vehicle vs. MEN1-WT_VTP50469,Gene,log2FC,padj
,AC069200.2,0.173502519,0.843195447
,AC018712.2,NA,NA
,SNORD127,-0.184913411,0.773690698
,RNU7-138P,NA,NA
,MIR500B,0,NA
,AC211424.1,0,NA
,RNU6-274P,NA,NA
,RNU7-55P,NA,NA
,AP002762.1,-0.035979662,NA
,AL807743.1,NA,NA
,RNU7-24P,NA,NA
,RNU7-170P,-0.189421308,NA
,AC068299.1,NA,NA
,AC090425.1,0.150864349,0.861070695
,RNU7-23P,NA,NA
,RNU7-185P,NA,NA
,RNU7-73P,NA,NA
,AL445686.2,NA,NA
,RNU6-1132P,NA,NA
,SNORD123,NA,NA
,RNU7-67P,NA,NA
,MIR1972-2,0.078834053,NA
,RNU7-119P,NA,NA
,RNU2-11P,-0.138881471,0.873210137
,SNORD125,NA,NA
,SNORD13P3,0.12209536,0.870431816
,AC104982.1,NA,NA
,AC010327.1,NA,NA
,AL391427.2,0.058844947,NA
,AC093162.2,0,NA
,AL391427.3,NA,NA
,SNORA59A,-0.046575341,0.95996793
,RNU7-195P,NA,NA
,RNA5SP310,0.041983092,NA
,AP000997.1,NA,NA
,RNU7-197P,NA,NA
,SNORD109B,NA,NA
,RNU6-1218P,NA,NA
,AL162390.1,NA,NA
,AL391280.1,-0.031718829,NA
,SNORA84,0,NA
,RNA5SP269,NA,NA
,RNU7-190P,NA,NA
,RNU6-634P,NA,NA
,RNU6-717P,NA,NA
,RNU1-123P,NA,NA
,SNORD5,NA,NA
,AC090985.1,NA,NA
,RPL5P22,0.482290755,0.404434279
,RPL21P6,NA,NA
,RPL22P20,0.158262097,NA
,RPL21P106,0.103243464,NA
,RN7SL499P,0,NA
,AC093484.1,0.336060498,0.661216094
,LINC02023,NA,NA
,GAPDHP39,-0.056817203,0.95334762
,RPS26P55,0,NA
,RN7SL563P,NA,NA
,RPL6P7,NA,NA
,NCK1-DT,0.38507436,0.355279979
,RPL27P12,0.014339293,NA
,AL139420.2,NA,NA
,RPS20P22,-0.271564298,NA
,AC008040.1,0.042927021,0.965083059
,RN7SL442P,-0.031718829,NA
,RPL34P31,0.533622354,0.041992131
,RN7SL546P,-0.068644311,NA
,TTTY23,NA,NA
,MRPS17P3,NA,NA
,AC069439.1,0,NA
,RN7SL578P,NA,NA
,MEMO1P3,0.041983092,NA
,AC008026.1,0.116721212,0.81372422
,RN7SL589P,-0.148302698,NA
,RN7SL757P,0,NA
,RN7SL271P,NA,NA
,RPS4XP23,0.041983092,NA
,AC009220.2,0.390306818,0.579060019
,AC007620.1,NA,NA
,RPL35AP35,0.248389292,0.32954332
,RPL23AP1,0.09314278,0.921096354
,RPL31P41,NA,NA
,RBM43P1,0.021798915,0.975206628
,TXNDC5,-0.196787131,0.178584589
,CLRN1-AS1,NA,NA
,AC092691.1,NA,NA
,RPSAP4,0.307391767,0.663554133
,RPL21P10,-0.199526041,0.816282232
,RN7SL184P,NA,NA
,AC108693.1,0.109581551,0.895794323
,RPS29P2,NA,NA
,CASTOR1,0.115638314,0.753381223
,AC063923.1,0,NA
,AC002558.1,0.139383825,0.878271351
,OR9P1P,NA,NA
,AC080162.1,0.092877872,0.920261616
,DNM1P48,NA,NA
,RNF103,-0.14234094,0.551729253
,RBM14,-0.670994348,2.62E-08
,AC092916.1,NA,NA
,MORC1-AS1,NA,NA
,RPL19P13,0.060964384,NA
,RN7SL11P,0,NA
,AC091959.1,0,NA
,RN7SL854P,NA,NA
,RPS29P26,NA,NA
,AL163973.1,0.010788724,NA
,AL163195.1,NA,NA
,LINC01119,0.238258604,0.701981796
,RN7SL658P,NA,NA
,LLPH-DT,0.05735511,0.928121021
,AC090686.1,-0.111917799,0.897844223
,HNRNPA1P26,0.138430281,0.877751852
,AC105265.1,-0.11116021,NA
,NPM1P29,0.587445795,0.319178292
,RPS17P15,NA,NA
,RN7SL309P,NA,NA
,RPS26P49,-0.271359707,NA
,RN7SL477P,NA,NA
,AC090013.1,0.507540942,0.416212761
,AC073111.1,-0.066330603,0.930513122
,AC125613.1,0.041983092,NA
,ALKBH6,0.0703257,0.820326058
,AC108724.1,NA,NA
,ASB14,0.117313453,0.850695068
,PCDHA13,-0.181174138,0.835430279
,RN7SL87P,NA,NA
,AL354989.2,0.85159973,0.125253807
,AC146507.1,-0.243263713,0.669638215
,RN7SL414P,NA,NA
,AC084878.1,NA,NA
,RN7SL342P,NA,NA
,CYP4F62P,NA,NA
,TMED10P2,-0.788368461,0.049953417
,Z68871.1,0.278788505,0.669546961
,AC108751.1,NA,NA
,RPL21P71,0,NA
,RPS27P23,0,NA
,AP001469.3,-0.456282447,0.380988101
,RN7SL535P,0.079855676,0.931520538
,OR8F1P,0,NA
,GM2AP2,NA,NA
,AF186996.1,NA,NA
,KCNMB3P1,NA,NA
,RN7SL752P,0.314462386,NA
,RPS26P48,0,NA
,RFKP2,NA,NA
,LINC02008,0,NA
,PABPC1P10,0.578295683,0.348841541
,ST3GAL6-AS1,-0.918829632,0.09666208
,AC004882.3,NA,NA
,SIDT1-AS1,0.041983092,NA
,LINC02047,NA,NA
,AC074043.1,-0.083600686,0.904113714
,AC091212.1,-0.031718829,NA
,RN7SL691P,0,NA
,AC090543.2,0.139831953,0.84896386
,RN7SL552P,0.041983092,NA
,AC007405.4,0.128730685,0.865294447
,RN7SL569P,-0.043534788,NA
,AC011979.1,0.546453755,0.405606441
,RN7SL584P,NA,NA
,RN7SL221P,-0.444851241,0.465581345
,RPL7P38,-0.183808945,0.756255964
,KLHL41,0.517837117,0.441145237
,AC073517.1,-0.096933002,0.919006835
,RPS3AP41,NA,NA
,AC112487.1,-0.031718829,NA
,RPS15AP16,0.231215239,0.777028562
,AC091390.4,-0.149091071,0.870952776
,RPS4XP18,0.652880932,NA
,RN7SL333P,0.145594982,0.854534586
,AC019211.1,NA,NA
,MARK2P8,0.04982819,0.960041613
,RN7SL583P,0,NA
,PLCH1-AS1,NA,NA
,RPL9P5,0.240405621,0.706841855
,POM121L7P,NA,NA
,LINC01210,0,NA
,FLYWCH1P1,NA,NA
,AC116337.2,-0.031718829,NA
,CADM2-AS1,-0.031718829,NA
,CASTOR3,-0.207617086,0.659784184
,MYLK-AS1,-0.038659167,0.965658023
,RPL32P34,-0.134352504,NA
,RPL30P5,-0.031718829,NA
,RPS23P7,2.39848072,2.49E-07
,RPS14P8,0.341961788,0.654760585
,AC108022.2,-0.052602179,0.956539357
,GOLGA2P2Y,NA,NA
,HMGN1P20,NA,NA
,RN7SL399P,NA,NA
,AL442663.1,-0.031718829,NA
,RN7SL822P,-0.031718829,NA
,RN7SL843P,NA,NA
,HOXB-AS2,NA,NA
,RN7SL12P,NA,NA
,RN7SL841P,0,NA
,AC004951.2,0.158418242,0.801533757
,AC092045.1,0.641128347,0.224205122
,RPL37P2,0.226371833,0.549748363
,RN7SL479P,NA,NA
,AC104435.1,NA,NA
,KMT2E-AS1,-0.110735411,0.815046239
,SETP11,0.041983092,NA
,AC108749.1,-4.840781708,5.41E-37
,COX6CP14,0,NA
,RN7SL388P,0.229883455,0.730544884
,RN7SL325P,NA,NA
,RN7SL675P,NA,NA
,MTND1P16,0.823398508,0.108589761
,LINC00879,-0.031718829,NA
,OR1J4,-0.06915703,NA
,AL513122.2,-0.078379552,NA
,RN7SL79P,NA,NA
,AP000797.1,1.160768112,0.017704
,AC091959.2,0.567703875,NA
,STPG4,0.369449114,0.606900419
,RN7SL573P,NA,NA
,RUVBL1-AS1,-0.084453173,NA
,HMGN1P7,0,NA
,AC104109.1,NA,NA
,AC073610.1,0.307255548,0.689411816
,PRR20G,NA,NA
,AC005165.2,1.104723124,0.028179893
,RN7SL241P,NA,NA
,RPSAP41,-0.167082617,NA
,RPL12P20,NA,NA
,AC073288.1,0,NA
,MTND4LP3,NA,NA
,AC004865.2,-0.186356873,0.345500866
,RN7SL62P,NA,NA
,PLS1-AS1,0,NA
,MEIKIN,-0.312170076,0.630975368
,MTND1P3,0.008908509,NA
,MYADML,0,NA
,GUSBP4,-0.451591372,0.477461703
,PSMD6-AS2,0.323605869,0.4639778
,RPL9P31,NA,NA
,AC092925.1,NA,NA
,AL157392.3,0.055477576,0.847468691
,AL355864.2,-0.094959555,0.893760137
,AC100793.1,0.104508462,NA
,NME1,-1.419389275,4.07E-27
,Z83839.2,-0.271459835,NA
,PDZRN3-AS1,NA,NA
,RN7SL193P,NA,NA
,AC007998.1,0.412257498,0.5015871
,PTGER4P3,NA,NA
,AL158801.1,-0.244003312,NA
,RPL17P46,0.189637083,NA
,RN7SL668P,0,NA
,RPSAP38,NA,NA
,AC092104.1,-0.031718829,NA
,TNFSF12,0.441398626,0.004988587
,HNRNPA3P8,-0.131981927,0.869386574
,AC006512.1,-0.199665682,NA
,RN7SL507P,NA,NA
,RN7SL568P,NA,NA
,CDRT4,-1.322308687,8.30E-09
,AL354710.2,0.011468704,NA
,AC117392.1,-0.097384267,NA
,RN7SL782P,NA,NA
,RN7SL692P,0.041983092,NA
,APOBEC3G,-0.060636409,0.755326123
,AC093627.2,-0.578149041,0.370595373
,AC079943.1,NA,NA
,HLTF-AS1,NA,NA
,AC004890.1,-0.210828029,0.805741847
,IMP3P2,0.01029864,NA
,RN7SL688P,-0.227644583,0.715660333
,RN7SL825P,0.017113592,0.97830348
,TLR9,-0.405482957,0.079798551
,CEACAMP3,0,NA
,AC026316.2,NA,NA
,RN7SL672P,NA,NA
,RN7SL63P,NA,NA
,RN7SL790P,NA,NA
,RN7SL795P,0.041983092,NA
,AC009120.1,0.029688684,0.969321974
,AC108733.1,NA,NA
,AC125618.2,0.21212224,NA
,AC017116.1,NA,NA
,WBP1,0.054203491,0.767898163
,RPLP0P11,1.399134747,0.002080225
,AL121776.1,NA,NA
,MRPS17,-0.421997324,0.027093329
,AC002310.2,0.12487961,0.877489578
,C2orf27AP2,0,NA
,AC098818.1,0.405118587,NA
,RN7SL653P,0,NA
,RPL21P39,0.004899896,0.995081877
,ITIH4-AS1,0.01008339,NA
,DENND6A-AS1,0.301276708,NA
,AC092902.1,NA,NA
,AC007547.2,NA,NA
,RN7SL255P,0.208541832,0.807441458
,AC008026.2,0.239810894,0.674770871
,PRAMEF11,NA,NA
,RN7SL213P,0.10708424,NA
,RN7SL513P,0.117193292,NA
,RN7SL754P,NA,NA
,AC234063.1,0.012772457,NA
,RN7SL549P,0.041983092,NA
,SUGT1P3,0.301863617,0.626042425
,AC063944.1,0.037325747,0.968120552
,KRT8P25,NA,NA
,RPS4XP22,0.362300768,0.234556934
,RNF7P1,0.927626992,0.047831908
,AC092910.1,0.289003039,0.671177036
,DEFA3,0.078834053,NA
,RPL23AP72,0.041983092,NA
,RN7SL225P,0.048700843,NA
,GET4,0.165019488,0.80155359
,AP001486.1,0.078834053,NA
,RN7SL34P,0.172986005,NA
,AC112206.1,NA,NA
,RPL35AP19,0.041983092,NA
,GAPDHP27,0.226699938,NA
,IGSF11-AS1,NA,NA
,AC068760.1,0.207759837,0.768354622
,RPS27P25,0.061139161,NA
,PARGP1,0.305248443,0.337893963
,RN7SL608P,-0.555184319,0.394716403
,KRTAP9-2,NA,NA
,C1orf226,0.611656861,0.00013306
,RN7SL792P,NA,NA
,ZNF736P9Y,NA,NA
,RN7SL674P,0.084573268,NA
,ADSL,-0.36008718,4.29E-05
,AL627309.2,0.48462377,0.483005004
,RN7SL75P,-0.494479699,0.275331906
,RN7SL530P,NA,NA
,PRKAG2-AS1,0.153220895,0.554079748
,RPL39P36,-0.230899887,0.768817041
,RPS10P16,1.184745654,0.025977801
,SNRPGP3,0.008652458,NA
,AC104389.5,-0.278577843,0.728942416
,LINC01471,0.124612272,NA
,AC092958.1,0.715466961,0.163374995
,RN7SL864P,NA,NA
,RPL29P22,0,NA
,PRDX3P4,-0.466120525,0.41273634
,AP001625.3,0,NA
,RN7SL606P,-0.503461262,0.334853708
,RPSAP34,NA,NA
,AC108718.1,-0.883736438,0.105273185
,RN7SL394P,NA,NA
,TRBV8-2,0.404185782,0.577752431
,AL627309.3,NA,NA
,ZBTB20-AS3,0,NA
,RN7SL368P,0.536407591,0.280720787
,RN7SL273P,NA,NA
,RN7SL51P,0,NA
,ENPP7P2,-0.175275194,0.810824768
,LILRA4,0.733738374,0.206902321
,RN7SL748P,-0.228849421,NA
,OR2A41P,NA,NA
,AC091390.5,-0.468678599,0.450112533
,OR7E53P,0,NA
,OR2A15P,-0.031718829,NA
,AC016687.1,0.617827308,0.318172759
,RN7SL420P,-0.031718829,NA
,AC073210.2,NA,NA
,AL445584.1,NA,NA
,RPL31P60,0.078834053,NA
,AC008132.2,NA,NA
,AC092059.1,NA,NA
,TRBVA,NA,NA
,AC069444.1,NA,NA
,TPT1P11,0.377290288,NA
,FCF1P3,NA,NA
,LILRA2,0.756829374,7.69E-17
,YBX1P3,0.041983092,NA
,RPL7P24,-0.269011897,0.7394263
,STIM2-AS1,0.144889956,0.859799105
,LINC02004,NA,NA
,SLC9A9-AS1,0,NA
,RN7SL254P,0,NA
,AC084024.1,-0.217652273,0.707722234
,TEX35,0.299170063,0.651725084
,AL133163.1,0.472264865,0.412710709
,LINC00888,-0.250910343,0.222680261
,AC084357.1,NA,NA
,OR9A3P,-0.067666458,NA
,LNCSRLR,-0.031718829,NA
,AC069439.2,NA,NA
,MTND6P6,NA,NA
,AC104563.1,0.444459356,0.484527851
,AMY2B,1.320866522,9.65E-21
,RPS27P26,NA,NA
,STRIT1,0,NA
,RPS3AP32,NA,NA
,DDX50P2,0.666118824,0.276652174
,RPL23AP10,-0.031718829,NA
,AC108114.1,0.010392291,NA
,LY6G5B,-0.094526446,0.726895113
,AL445190.1,-0.06856979,NA
,AC078785.1,0.163649579,0.829121384
,ARGFXP1,-0.275286929,NA
,AC069431.1,0,NA
,PSMB9,0.099065003,0.539753545
,RPL21P42,-0.031718829,NA
,GPAA1P1,0.019390871,0.975810102
,RPL9P30,0.041983092,NA
,RPS3AP22,0.647016392,0.225305892
,MTND4LP10,NA,NA
,AC092969.1,-0.031718829,NA
,RPSAP12,0.331298734,0.652581785
,BMS1P3,-0.141513284,0.861577229
,AC093627.3,0,NA
,AC055758.1,NA,NA
,AL132838.1,-0.115749859,0.898352709
,AC104164.2,-0.061333251,NA
,RN7SL351P,0,NA
,AC083806.1,NA,NA
,AC132825.1,0.81049072,0.079204682
,RN7SL146P,0.037956766,0.967862711
,AC046144.1,NA,NA
,NCOR1P1,0,NA
,RN7SL303P,0,NA
,RPS27P20,NA,NA
,FABP5P11,-0.136648438,NA
,RPL23AP75,0.803954566,0.158977371
,KRT18P43,NA,NA
,AL049829.1,NA,NA
,ETF1P2,0.405680279,0.578967259
,PSMD12P,0.143128826,0.868644813
,ERICH6-AS1,0.007990121,0.986269092
,EEF1GP4,0.25135237,NA
,AL023653.1,0.278610013,0.709333016
,RN7SL826P,NA,NA
,LINC02271,0.041983092,NA
,COX6CP6,0.352528459,NA
,AC079080.1,NA,NA
,RN7SL263P,0.005132131,NA
,AC087385.1,-0.029121895,0.971528432
,RPS7P7,0.904475913,0.048384633
,RN7SL771P,NA,NA
,AP000852.1,NA,NA
,MAGI1-AS1,0,NA
,RPL26P3,NA,NA
,RPL12P28,NA,NA
,RN7SL297P,NA,NA
,PCDHGC3,-0.754903038,0.149380278
,RN7SL633P,NA,NA
,RN7SL621P,NA,NA
,CYMP,NA,NA
,AC245884.5,NA,NA
,ARHGEF3-AS1,NA,NA
,RN7SL520P,0.041983092,NA
,AL133372.1,NA,NA
,RN7SL223P,0,NA
,RN7SL567P,NA,NA
,SMKR1,-0.287812702,0.717333429
,RN7SL865P,NA,NA
,AC080013.1,-0.183203909,0.751878621
,AL122013.1,1.197629009,0.011481695
,PPP1R35-AS1,-0.226011167,0.771336607
,TRBV25OR9-2,NA,NA
,CPHL1P,0.75385388,0.171693055
,AL512306.2,0.216954437,0.402771654
,UGT1A5,NA,NA
,ZNF542P,-0.087829832,0.614389411
,COX19,-0.150670097,0.387546509
,RPS27P29,0.042678527,0.960041613
,RN7SL587P,0.144450681,0.824551943
,RN7SL794P,0,NA
,HNRNPA1P23,0.344631395,0.503212898
,AF305872.1,NA,NA
,AC092754.1,0.244547917,0.715743685
,BX664727.3,0.398044064,0.580863646
,AC108752.1,NA,NA
,GAPDHP33,0.618877985,0.18707475
,AC108751.2,NA,NA
,DEFA1B,NA,NA
,RN7SL541P,0.04921625,NA
,FAR2P3,0.043644771,0.965111219
,B4GALT4-AS1,0.011497539,NA
,PSMC1P6,0.059170129,NA
,AC099328.1,0,NA
,MOXD2P,1.13660188,0.020751125
,RPL12P37,0.552953863,0.299933579
,AC090142.1,0.605608902,0.208279953
,TCAM1P,-1.88905761,3.58E-05
,AC034222.1,NA,NA
,MEAF6P1,0.158814851,NA
,GHRLOS,0.383239136,0.358126504
,AL450384.2,-0.307364195,0.568799862
,RN7SKP241,NA,NA
,AC245052.5,0.012522055,NA
,RPL36AP40,0.718664299,0.148848537
,RN7SL187P,0.255638865,NA
,RN7SL717P,0,NA
,ACAD11,0.075140611,0.702066686
,AC091152.1,-0.177699948,NA
,RN7SL100P,0.112560556,NA
,MTCO1P6,-0.063430996,NA
,AC004224.1,0.749250169,0.100125734
,RN7SL764P,0,NA
,RPS29P27,NA,NA
,RN7SL481P,-0.627036569,0.149120753
,RN7SL93P,-0.07800177,NA
,AC091805.1,0,NA
,AC009078.2,NA,NA
,RPS2P5,0.423198782,0.000259905
,PPIL3,0.299135623,0.054354527
,RN7SL35P,NA,NA
,SOCAR,0.573093748,0.172717464
,AC131211.1,NA,NA
,AC004869.2,NA,NA
,RPL23AP7,-0.509529184,0.058671084
,UBL5P3,NA,NA
,OR4G11P,0,NA
,RPL31P59,NA,NA
,RPL36AP45,-0.10291334,0.912484386
,RPL13P5,0.204316971,0.673947096
,RPS4XP13,0.386973949,0.355704681
,SEC62-AS1,0.039772744,0.967185882
,RN7SL503P,NA,NA
,VPS26AP1,0.110622846,NA
,AC010343.1,0.52473061,1.20E-07
,RPS29P20,0.012591661,NA
,LCE1F,NA,NA
,AC008799.1,1.896777259,7.19E-05
,RPL9P3,0.228424115,0.770524124
,AC092691.2,NA,NA
,RPL5P23,0.264587025,0.514832734
,AC004801.2,-0.633651717,0.268943744
,AC012358.4,-0.319271364,0.6654434
,KIR3DL2,-0.554061019,0.404288652
,AC017015.1,-0.031718829,NA
,SAMMSON,-0.049691582,0.938088973
,MTATP8P1,0.03118837,0.969385125
,RPL5P16,0,NA
,RPL5P15,0.522016731,0.197542666
,CYCSP20,0.28706343,NA
,AC020917.1,0.304517854,0.614411823
,AC022206.1,NA,NA
,LINC00636,NA,NA
,AC092824.1,0.041983092,NA
,AC096743.2,NA,NA
,RPS26P34,-0.031718829,NA
,LRRFIP1P1,-0.293069391,0.38876207
,KRTAP13-3,NA,NA
,RPS12P27,-0.149104329,0.852967848
,AC114982.1,0.041983092,NA
,OFD1P5Y,NA,NA
,RN7SL91P,NA,NA
,AC007879.4,0.543876594,0.407137263
,AC007622.1,0.652443619,0.151136225
,RPS10P20,NA,NA
,FOXO3B,-0.317688604,0.459786076
,AC005586.1,-0.187075746,0.789704366
,MTCO1P29,-0.031718829,NA
,RPL39P26,0.007937757,NA
,RN7SL472P,-0.176740827,NA
,AC072046.1,NA,NA
,AC093663.1,-0.411702878,0.540201956
,RPS19P3,0.959039503,0.025914878
,RN7SL346P,NA,NA
,PHBP8,0.03344503,0.969321974
,RN7SL116P,0,NA
,LINC00973,NA,NA
,AC022494.1,0.563909146,0.348962403
,AC012081.1,NA,NA
,RPL29P2,0.313069281,0.595256158
,RN7SL38P,NA,NA
,AC091544.1,0.033571478,NA
,RPL23AP54,NA,NA
,AC093010.1,0.007600581,NA
,SETP14,-0.306476855,0.195620174
,RN7SL277P,0,NA
,RPS12P28,NA,NA
,AC092919.2,0.060841692,NA
,CDKN2B-AS1,0.073599711,0.867690485
,AC004594.1,NA,NA
,RN7SL837P,NA,NA
,TNFRSF13B,NA,NA
,RPL34P18,0.267095132,0.650192949
,MED28P2,NA,NA
,AL049830.2,NA,NA
,AC116353.2,0.041983092,NA
,AC091675.1,NA,NA
,UOX,-0.115617131,0.886705294
,AC092979.1,-0.031718829,NA
,RPL7AP10,-0.203451079,0.713750436
,AL365273.1,NA,NA
,RPL21P123,0.624466118,0.215240326
,RN7SL69P,NA,NA
,RPL34P17,NA,NA
,AC034238.2,0,NA
,RPL3P9,1.371209828,0.003849787
,TM4SF1-AS1,NA,NA
,KRTAP9-1,NA,NA
,RN7SL492P,NA,NA
,THOC7-AS1,-0.1972472,0.732498406
,AL031428.1,0.126426898,NA
,RPL7AP58,-0.044263201,NA
,AC016968.1,NA,NA
,L1TD1,0,NA
,AC010153.1,NA,NA
,LINC02067,-0.262974295,0.730660058
,AC107626.1,NA,NA
,AC087071.2,-0.205754433,0.758338698
,AC107297.1,NA,NA
,AC117462.1,NA,NA
,RN7SL445P,NA,NA
,TRBV22-1,NA,NA
,AC006529.1,0.118365952,0.874935883
,AQP1,0.227757547,0.780669818
,RN7SL547P,NA,NA
,RN7SL258P,0.223128871,0.704612124
,RPSAP48,0.041983092,NA
,AL096701.3,0.620657175,0.211758487
,KCNAB1-AS2,NA,NA
,RPL9P15,NA,NA
,AADACP1,1.27537695,0.013908073
,RN7SL564P,0,NA
,AC010307.1,NA,NA
,RN7SL98P,0.041983092,NA
,RPS6P25,0.456057374,0.080909473
,OR2AO1P,NA,NA
,RPL7P15,0.19141824,0.817667745
,AL138976.1,NA,NA
,RN7SL403P,-0.302704248,0.666401172
,RN7SL150P,NA,NA
,AC026798.1,0.997757166,0.016982739
,RPL30P12,NA,NA
,SPATA31D5P,NA,NA
,AC145285.1,0.074042194,0.941157919
,RN7SL808P,NA,NA
,RN7SL666P,NA,NA
,RN7SL580P,NA,NA
,RN7SL305P,NA,NA
,SEPTIN7P4,NA,NA
,AP001024.1,0.222259497,0.776115059
,C1QTNF9,0.129580324,NA
,AC063952.1,-0.302066814,NA
,RN7SL310P,0,NA
,LSP1P2,-0.301127959,0.648091338
,MME-AS1,NA,NA
,NBPF18P,NA,NA
,KRT8P36,0.128542276,NA
,AC023424.1,0.059970287,NA
,AC006539.1,0.337793837,NA
,AC106872.2,0.112972817,0.874935883
,MYL6P4,0.041983092,NA
,H4P1,0,NA
,ISY1,-0.192772656,0.122095379
,AC082651.1,0.005132131,NA
,RN7SL538P,NA,NA
,PNMA2,0.019361356,0.978858786
,AC117382.1,-0.717490193,0.086406477
,RPS2P39,0,NA
,KLF7P1,-0.044327697,NA
,LINC01168,0.385294785,NA
,LINC02030,0,NA
,AL512306.3,0.12572022,0.832281998
,RN7SL860P,NA,NA
,RN7SL851P,-0.056357568,0.952004355
,LRRD1,-0.047498313,0.962168205
,RPS4XP15,-0.031718829,NA
,RN7SL382P,0.016074903,NA
,RPS12P15,NA,NA
,AC146507.2,-0.421506277,0.510983338
,AL139287.1,0.100379032,0.821413607
,RN7SL502P,0.122083414,0.845279919
,AF279873.2,0.064089939,0.938097272
,AC006511.2,0,NA
,KRBOX1,0.366198094,0.621202082
,RN7SL559P,-0.0627265,0.946725793
,AC026348.1,0.140827716,0.868468122
,AC055731.1,NA,NA
,ERLEC1P1,NA,NA
,RPS27P21,0.200259821,0.804719216
,RPL31P56,NA,NA
,AC098831.1,NA,NA
,PCDHGC5,-0.498589733,0.444430285
,PLCXD2-AS1,0,NA
,RN7SL288P,0.005132131,NA
,C21orf91-OT1,-0.555685705,0.306769877
,ARHGEF25,0.128081788,0.874498824
,RN7SL776P,NA,NA
,AC126182.1,0.041983092,NA
,AC021205.1,NA,NA
,AC079944.1,1.695974156,0.000509743
,AC025572.1,0,NA
,RPL36AP21,0.208147295,0.736810827
,AC092916.2,-0.031718829,NA
,AC073934.1,0.136429437,NA
,MTND4LP7,-0.031718829,NA
,AC079910.1,0.828355592,0.134408078
,UBA52P8,-0.069072856,0.945537478
,MTND2P14,NA,NA
,AC132217.1,NA,NA
,RN7SL231P,-0.075391771,NA
,NPM1P28,0.860238549,0.036090524
,AC126389.1,0.582043401,0.293236996
,AC026877.1,0.060781574,0.922826964
,AC015908.1,0,NA
,RPL9P25,NA,NA
,RN7SL23P,0.42826087,0.550449438
,MTND3P7,NA,NA
,AC021660.1,NA,NA
,RPL21P4,0.283048665,0.699026971
,RN7SL77P,NA,NA
,AC099328.2,NA,NA
,RPS15P9,NA,NA
,RN7SL497P,0.041983092,NA
,TMEM189,-0.078029387,0.618126854
,RN7SL328P,-0.046749834,NA
,AC117409.1,0.350388792,0.584849704
,RDH14,-0.156976121,0.431435479
,AC093627.4,0.660328678,9.90E-07
,AC009153.1,NA,NA
,RN7SL645P,NA,NA
,C1QTNF9-AS1,NA,NA
,RN7SL128P,0.259152985,0.713193972
,RPL19P14,0.201780951,NA
,KRTAP4-7,0,NA
,RPS29P22,-0.031718829,NA
,AC025271.1,0,NA
,LINC00886,0.260161465,0.621634111
,RN7SL521P,-0.496504154,0.452326472
,AC068472.1,0.557998814,NA
,AC063952.2,0.244760405,0.749868059
,AC131210.1,NA,NA
,NDUFB2-AS1,-0.616349724,0.315770879
,AC020633.1,0.906748198,0.10871881
,PLCXD2,-0.891471358,0.001170603
,LINC02042,1.732938584,0.000397756
,AC117430.1,NA,NA
,AC132942.1,0.417728786,0.53180914
,APOOP2,-0.031718829,NA
,RN7SL798P,0.037626501,0.967862279
,H2BP3,-0.044030208,NA
,RPL15P2,0.289731745,0.712720677
,AC120042.1,0,NA
,AC022034.2,-0.063430996,NA
,LSAMP-AS1,NA,NA
,RPS20P31,-0.031718829,NA
,RN7SL209P,-0.084038072,NA
,AC066616.1,NA,NA
,PLGLA,-0.031718829,NA
,RN7SL554P,0.254496617,NA
,RN7SL591P,NA,NA
,AC021074.1,0.153880003,0.733189616
,MTCO2P6,NA,NA
,RPL4P1,2.014375745,2.84E-05
,ST13P14,0,NA
,AC082651.2,0,NA
,RN7SL415P,NA,NA
,AL645465.1,-0.04450063,NA
,RN7SL751P,0,NA
,RN7SL681P,-0.147777513,NA
,RPL23AP64,0.105861203,0.86426497
,MIF,0.192872464,NA
,AC093714.1,NA,NA
,RPS27AP10,-0.034076657,0.969321974
,AC021723.1,0.118192631,NA
,RN7SL283P,NA,NA
,AC093904.1,NA,NA
,AC090311.1,NA,NA
,HOXA11-AS,-0.920717918,2.81E-08
,RPL23AP67,-0.087117462,NA
,RPS23P4,NA,NA
,RN7SL459P,NA,NA
,AC069454.1,NA,NA
,AL157400.4,-0.514855854,0.428042398
,RN7SL183P,0.041983092,NA
,AC017007.4,0.571555197,0.385475142
,AC108860.1,NA,NA
,SEPTIN7P6,0.285501525,0.597654804
,AC044810.1,0.017455213,NA
,AC108073.2,0.041983092,NA
,AC114490.1,0.618090267,0.032555126
,TPM3P9,-0.372889942,0.036362338
,RCC2P5,NA,NA
,AP000873.1,NA,NA
,NIPA2P2,NA,NA
,AC105910.1,0.041983092,NA
,RPL29P24,-0.532929795,0.419287013
,RN7SL709P,0,NA
,AL161747.1,NA,NA
,RN7SL335P,NA,NA
,AL592431.2,0.041983092,NA
,RPL7P43,0.041983092,NA
,AC117386.1,0,NA
,RPL23AP70,0,NA
,AL035454.1,NA,NA
,AC004951.3,0.466179255,0.377578979
,NSUN6,-0.174261181,0.406759437
,AC008799.2,NA,NA
,RPL5P1,0.527833971,0.209033548
,RN7SL110P,NA,NA
,RPL17P40,0,NA
,AC125388.1,NA,NA
,AC093019.2,-0.06856979,NA
,RN7SL813P,-0.031718829,NA
,RPL22P2,1.724815941,9.42E-05
,RN7SL259P,NA,NA
,AL161785.3,-0.031718829,NA
,RPL17P44,0.041983092,NA
,CYP51A1P1,-0.405474889,0.573822841
