DESeq2_MV4;11_MEN1-WT+1uM SNDX5613 vs. MEN1-WT+DMSO,Gene,log2FC,padj
,KIF1B,1.311235995,1.77E-31
,FOXC1,0.140400472,0.664630658
,TBC1D22A,-0.192298071,0.01869336
,SYNE2,-0.087049298,NA
,PLEKHH1,0.832936346,2.27E-06
,ATP9A,-2.129910464,6.40E-11
,SPO11,NA,NA
,CBLN4,NA,NA
,CHRDL2,0.05358269,NA
,FAM168A,0.793521338,3.52E-29
,RELT,0.840697139,1.56E-25
,GALC,0.374173371,1.41E-05
,NOP58,-0.349892702,8.38E-10
,SZRD1,-0.281241691,0.000287801
,KCNH2,-2.243036457,2.35E-13
,CUL1,-0.234529167,0.000126579
,FAM114A2,0.108479007,0.260423051
,CYFIP2,-0.931241738,7.77E-27
,TAB2,0.145242553,0.080317726
,GINM1,-0.389003664,0.000225442
,EIF2AK2,0.082553945,0.6675141
,AC022966.1,-0.022771389,0.826250317
,KMT2C,0.575126003,5.13E-05
,MCOLN3,0.06394631,NA
,CCDC85A,0,NA
,PUM2,-0.080927643,0.164506038
,MRPL43,-0.335320377,6.58E-05
,ITIH4,0.910551181,7.18E-06
,ITIH1,0.653095562,0.091620177
,HPF1,0.23724683,0.035812155
,ZFR,-0.784910352,2.23E-45
,ZNF280C,0.208384805,0.346058898
,NPFFR2,-0.009920073,NA
,PHF21B,NA,NA
,TRAF1,-1.035759911,2.99E-08
,RC3H2,-0.038389429,0.754585255
,IL17RB,0.118308564,0.681543572
,TRAF3IP2,0.59003622,1.17E-06
,GYG2,0.033830877,NA
,DCBLD2,0.603043695,3.78E-05
,SERPINB3,NA,NA
,SOAT1,0.449664131,3.02E-06
,PKP2,0,NA
,MSH4,0.621170532,0.101881697
,F7,NA,NA
,GDI2,-0.096667773,0.055280437
,PRDM1,2.694825595,2.77E-71
,ATG5,-0.251402508,0.000559427
,TMCC3,0.380724804,0.319636701
,PITHD1,0.395625755,7.22E-10
,MTA3,-0.947931575,1.03E-06
,USP13,0.099633506,0.474924576
,ATP11B,0.0645382,0.494678604
,LAMC2,0.972603434,0.00181254
,CDK14,0.501492437,0.001179395
,SEC61A1,-0.072927048,0.109650432
,PPP1R12A,-0.086586341,0.282496553
,RASGRF1,0.093380957,0.849386806
,CAMK2B,-2.547041603,1.72E-16
,CROCC,0.416905266,0.033193897
,POLR3E,-0.161188,0.064643654
,ATP2B4,-0.109298224,0.228636235
,ZC3H11A,-0.067819061,0.82017883
,RIOK2,-0.160964038,0.052278674
,YIPF1,-0.027993202,0.850966516
,NDC1,-0.277251058,3.32E-06
,DGKG,1.408769093,2.34E-46
,FLYWCH1,0.730771391,1.28E-17
,UNKL,0.497001614,2.42E-05
,TBXAS1,0.002334874,0.989257912
,PARP12,0.511047957,0.091500477
,ALDH18A1,-0.281982934,1.23E-08
,TARBP1,-0.614561285,8.98E-28
,GATB,-0.061553645,0.564830368
,MXD1,0.501549435,1.69E-07
,CDK17,-0.013857487,0.940674148
,DNAJC25,0.048132837,0.819071992
,SLC2A3,-2.394005137,5.24E-40
,PSD,0.09137493,0.857312727
,CTDP1,-0.192886231,0.03199595
,YBX3,-0.384192048,2.02E-12
,STYK1,-0.86443301,0.010126889
,WNK1,0.104136837,0.297681576
,RPS17P5,-0.044830551,NA
,CCAR1,-0.264744901,3.28E-05
,OGFR,0.709103054,1.67E-17
,GNA15,-1.267891635,3.99E-56
,CREB3L3,-0.052309807,NA
,PIGV,-0.20897705,0.059095844
,PTPRU,0.834650265,9.43E-08
,SNRNP40,-0.264778898,3.64E-06
,RIMBP2,-0.019244162,NA
,COL11A1,-0.563350636,0.083663317
,QSER1,-0.432599125,2.60E-05
,MPC1,0.489281517,5.77E-10
,ACAA1,0.570284467,2.46E-13
,BCAT1,-3.124614669,7.38E-143
,HDAC7,0.085572041,0.398488127
,LZTS1,-1.439067164,4.96E-21
,PRDM6,0.066978938,NA
,WNT8A,0.01191074,NA
,SPAG4,0.062943455,0.890274404
,NCKAP1,0.037265939,NA
,MRPS35,-0.311538274,1.29E-06
,GUCY1B1,NA,NA
,SFSWAP,0.251562373,4.76E-05
,TNK2,0.904630375,3.62E-25
,MON2,0.550143869,1.73E-12
,CDH3,-0.046646958,NA
,ARSF,-0.255182909,0.41115816
,GPBP1,-0.114410803,0.092007687
,DGAT2,0.401643503,1.08E-05
,ZNF112,0.149052304,NA
,CS,0.043735731,0.433049128
,LTK,1.117923439,4.48E-17
,MRPS24,-0.103486661,0.273726595
,ELMO2,0.087742298,0.270446795
,WAPL,-0.15371858,0.004093754
,VMP1,-0.350628264,1.97E-07
,APPBP2,-0.071331061,0.495734829
,POLD1,-0.107285819,0.224868255
,SEZ6,0.065593908,0.864459873
,EIF4B,-0.150924575,0.001027556
,SLC6A16,-0.107858793,0.804624068
,BICRA,0.761462487,1.76E-11
,SPHK2,0.001502173,0.991344021
,RPL18,0.119452383,0.140014884
,CA11,0.443132224,0.121657415
,ISOC2,-0.452338614,1.65E-06
,U2AF2,-0.17521656,0.01579262
,EPN1,-0.011283121,0.928594297
,MED29,0.121706701,0.068514392
,AHRR,-0.828591404,1.91E-14
,GSC2,0,NA
,ZNF275,0.084140721,0.457692755
,MTMR1,0.647675216,0.000739564
,GPC1,0.011971264,0.960462971
,ADCK1,0.403731214,0.006371202
,HAGH,0.134230392,0.290569475
,RNF4,-0.27080469,8.07E-08
,CASP8,0.185101524,0.075907755
,LIMCH1,0.01246152,NA
,INTS13,-0.637377679,4.46E-30
,TM7SF3,0.096329398,0.150441845
,DLX3,0.008411223,NA
,SPA17,0.242583962,0.435566615
,TSPAN32,0.821150041,2.32E-17
,CCN5,0.649466571,0.039255491
,DMRT3,0.037634864,NA
,ST3GAL6,3.756117264,7.65E-232
,ATP2C2,0.191652622,0.517779862
,NGFR,-1.863409065,1.26E-08
,CDON,0.942559719,6.79E-08
,TAF2,0.133525076,0.025653734
,HIPK2,1.148992711,2.59E-15
,TNPO3,-0.157809512,0.001888857
,RFXANK,-0.378668133,1.86E-06
,TMEM161A,-0.379064383,2.39E-08
,LPAR2,1.15579441,2.06E-25
,CTSA,0.86873877,1.66E-44
,SUGP2,0.65344315,3.41E-22
,SLC12A2,-0.338068754,0.040965567
,SNX24,-0.001187316,0.997696113
,EYA2,NA,NA
,CNN2,-0.276001612,5.49E-07
,ABCA7,1.495494385,1.03E-94
,SNCAIP,0.331974388,0.107357449
,DDX20,-0.171951124,0.042473916
,BTBD1,-0.306175245,2.08E-06
,FAR2,-0.486235015,1.95E-06
,BCAS1,0.683725352,0.032254786
,POU1F1,-0.009920073,NA
,CHI3L2,-0.6737604,0.080201416
,SBNO2,0.1156821,0.272964492
,PMS1,-0.131458532,0.151499611
,HMG20B,0.017669275,0.875730202
,CALCRL,0,NA
,TAF11,-0.259792714,0.000984354
,ANKS1A,0.129735534,0.120685039
,AP3D1,-0.093821151,0.123843126
,ZNF76,0.414430038,7.95E-07
,SLC9A3R2,-1.246397826,0.000348427
,NTHL1,-0.618273598,3.66E-09
,UHRF1BP1,0.336166382,0.000354876
,GNAI3,-0.265261822,9.27E-06
,IPO5,-0.343383397,1.47E-10
,OAT,0.350422557,4.00E-09
,WDR3,-0.468256668,7.76E-16
,PKN2,0.432079439,5.26E-07
,WDR18,-0.577450847,1.13E-13
,TRAM2,-0.05705575,0.616706025
,NTN1,-1.15690526,0.000446224
,GLP2R,0,NA
,MCM10,-0.586986077,1.19E-26
,DGKA,0.812612435,1.42E-14
,ERBB3,0.596914262,0.064528783
,ROPN1,NA,NA
,ANKRD44,0.592653047,9.64E-15
,KARS1,-0.440719474,1.83E-28
,ADAT1,0.046426944,0.752544453
,PDIA5,0.219367809,0.014175472
,TBC1D22B,0.344333328,0.001069943
,NDUFB4,-0.338174292,3.68E-10
,SPEN,0.208863315,0.038432305
,MYLK,0.138921117,0.787287653
,ZC3H15,-0.467897127,4.87E-19
,MAP2K4,-0.180976216,0.033820185
,PACC1,-0.034539233,0.764632794
,SNAP91,0.002235513,NA
,SLK,0.265378884,0.000165931
,CYB5R4,0.1547453,0.097808097
,COL17A1,0.052150206,NA
,GSTO2,-0.130825128,0.797065979
,SEC61A2,-0.303888986,0.095776692
,PRKCQ,-1.883735405,1.13E-30
,TLE2,0.182340799,0.478427606
,ASB1,-0.0318763,0.771701573
,FAM107B,1.075698519,1.13E-54
,ME1,-0.916094343,0.003133173
,TBC1D1,0.287962493,2.76E-10
,CDK13,-0.458607629,3.70E-19
,MTHFD2,-0.610885929,4.37E-06
,SLC9A7,-1.70696331,5.73E-08
,FOXJ2,0.639764447,1.08E-16
,YBX1,-0.430548974,2.70E-14
,PDE4A,-1.911833361,1.73E-62
,PPP2R5A,-0.254649233,0.000174664
,CTNNA2,0.343314182,0.166427188
,ELAVL1,-0.361114101,5.16E-14
,TIE1,0.002813793,NA
,DIP2B,0.293335053,4.66E-05
,SMARCD1,-0.170679722,0.003156509
,KDM4A,0.17036732,0.013758071
,NFYC,-0.112677018,0.13194127
,ZMYND12,0.55903366,0.138929977
,SLC9A3,-0.629082969,0.001061104
,NGEF,-0.208394134,0.604970019
,ASPM,0.395776635,2.16E-06
,CD84,4.386974899,2.14E-271
,ELOVL1,-0.46180626,8.39E-11
,SPI1,0.232474226,0.002887772
,ZNRD1,0.216411591,0.149021425
,MPPED2,-0.043700594,NA
,CLDN18,0.034912125,NA
,ZBTB11,-0.119631091,0.116568379
,ATXN3,0.111032941,0.290702563
,GOLGA5,-0.037924258,0.695773171
,FGFR2,0.055128694,NA
,LRRC40,-0.107225678,0.325883423
,ISOC1,-0.436686917,0.000235467
,EML1,0.07430724,0.852603546
,TRMT11,-0.337624592,0.007888234
,THUMPD1,-1.037272725,3.27E-45
,MSANTD3,0.17396841,0.303138066
,KIF26A,-0.009920073,NA
,ATG2B,0.772529168,3.28E-18
,ARFGEF1,0.209975366,0.001777664
,ACSM2B,0,NA
,ZFAT,-0.166312363,0.119453542
,MTFR1,-0.140078829,0.084384536
,STAG3,0.655559822,4.49E-07
,FECH,0.183740486,0.025136892
,MYO9A,0.131788122,0.257670072
,DDX3Y,-0.175808124,0.012869056
,PFKP,-0.812269495,9.82E-65
,IDI1,-1.970726308,1.35E-103
,SP100,0.907218158,2.59E-40
,KLF6,-0.388084183,3.89E-06
,PLPP1,0.976933755,0.002325226
,NEO1,2.042322269,1.65E-16
,TRAM1,-0.098283511,0.238726936
,PHKA1,0.023821847,NA
,TNFRSF1A,-0.173920667,0.001808943
,CACNB1,-0.107201744,0.825547381
,EVI5,0.169061683,0.254758898
,STOML1,0.124134282,0.467955902
,PKM,-0.102993075,0.031992448
,DHX29,0.170613922,0.010873563
,DNTTIP2,-0.263124435,4.25E-06
,METTL22,0.047985055,0.778671279
,TP53BP1,-0.206994882,0.012812153
,TRO,0.059216192,NA
,RRP15,-0.375324991,0.000128308
,RHOA,-0.401432337,7.17E-19
,DHX8,0.239681156,6.61E-05
,PMS2P4,0.147396134,0.755180516
,PRKCZ,0.270461924,0.520880886
,ZFY,0.164293299,0.137498701
,IARS2,-0.439270027,6.20E-21
,SYT1,0,NA
,NAV3,1.145997524,4.07E-73
,IDH3G,-0.03108192,0.717295221
,ROGDI,1.208747812,6.07E-51
,PDZD4,0.037734359,NA
,ATP2B3,-1.21547584,7.51E-08
,ROCK1,-0.096559745,0.257101186
,CBFB,-0.332178304,4.41E-07
,PDK3,0.469578435,0.000628016
,HYAL2,-0.382480358,0.012099082
,HDAC4,0.540372781,1.93E-10
,RASSF1,0.03768862,0.702507446
,FGFR3,-2.262709441,1.46E-16
,IFI35,0.92351727,2.34E-16
,HEATR6,-0.042363491,0.741680116
,COASY,-0.497053083,1.05E-27
,PLEKHH3,-0.086503745,0.617045996
,MEF2A,-0.601403104,6.54E-10
,OTUD5,0.158862339,0.026005361
,TFE3,0.771891318,9.37E-31
,TBC1D25,-0.122378398,0.251892204
,ACSL4,-0.6635193,1.12E-22
,INPP5A,-0.232225406,0.000153007
,GPKOW,-0.445991558,4.02E-08
,GRIPAP1,0.673132288,1.37E-30
,FTSJ1,-0.219086943,0.000503896
,PRR11,-0.305579003,0.000178049
,REEP1,0.207203025,0.664814524
,ATP11A,0.403346367,2.15E-08
,POLR1A,-0.129299923,0.148564819
,LAPTM4A,0.188421896,0.012815865
,TTC7A,-0.064100561,0.359984722
,IP6K2,-0.070119311,0.320880492
,STON1-GTF2A1L,0,NA
,SRBD1,-0.016622455,0.898798818
,KIF2A,-0.433128055,1.07E-11
,RASGRP2,-0.108444048,0.226945323
,PSME4,-0.418446163,3.65E-09
,IFT80,0.143172042,0.191559697
,SIRT2,-0.030047085,0.73685967
,ERLEC1,-0.194874226,0.00482564
,PPP2R5B,0.514337411,0.00011512
,PYGM,-0.771573143,0.040216051
,PAGE1,NA,NA
,PITX1,-0.964778901,3.62E-30
,TRPC7,0,NA
,MAST4,-0.504513157,0.201388398
,ADGRF5,-0.009920073,NA
,SDK2,-0.686458806,6.36E-06
,ADAM7,0,NA
,NUP133,-0.177244904,0.001488943
,NUCKS1,-0.234418718,4.21E-06
,VPS35,-0.193801059,0.000807764
,DNAJA2,-0.375026154,5.09E-12
,BCL3,0.126857869,0.470749864
,KCNAB2,0.115887368,0.106471279
,ABCC9,0,NA
,GAL,-1.51517539,7.53E-30
,CLEC2D,-1.677832751,4.65E-32
,FUNDC1,0.380781197,0.001262445
,MAOB,0,NA
,RORA,0.352443533,0.403583054
,DRD4,0.104970538,0.843996497
,TGFBR3,0.02847886,0.962748677
,PLA2G10,-0.03410487,0.932928794
,HES2,-1.23883959,3.16E-05
,ATP1B3,0.178085236,0.00194417
,NEDD4,-0.761133335,9.71E-13
,PIGB,0.160553106,0.110013812
,MAPK6,-0.567347281,3.70E-20
,GNB5,-0.308020662,0.000926117
,RAB27A,-0.330584845,2.11E-09
,HDHD5,-0.068886094,0.415985446
,UFD1,-0.371067228,2.77E-07
,LRP6,-0.058888801,NA
,GUCY2C,0.123132401,NA
,SCT,0.01191074,NA
,PHRF1,-0.061270951,0.577592058
,ELP1,0.018958616,0.819789808
,NUCB2,0.049906416,0.525195361
,PFN2,-0.148478681,0.644667767
,PTPN3,-3.454288625,8.40E-54
,SPTB,-0.529502532,0.185786541
,DAPP1,2.158069511,1.18E-122
,FGF10,0.587849226,0.084795109
,SLC44A1,0.568002392,3.37E-38
,TMEM260,0.300324382,0.001486492
,SMG6,-0.016166561,0.911108206
,EXOC5,-0.268320067,0.000182433
,CLTCL1,0.475755882,5.76E-18
,FGF22,0.044057901,0.931248306
,FSTL3,0.771749301,8.98E-11
,DGCR2,0.469956617,1.30E-15
,RNF126,-0.435953795,1.31E-05
,MNT,0.099562212,0.47828879
,ZXDC,0.192247095,0.005850936
,JMJD6,-0.27083415,0.0005866
,POLB,0.356304607,0.004760277
,ST6GALNAC1,0,NA
,WIPI1,0.263417258,0.275410253
,FRMPD1,0.04584645,NA
,GBA2,0.740667561,2.10E-28
,NDST1,-0.501026497,3.23E-05
,ASNS,-1.62818013,1.10E-14
,AP3M2,0.117029427,0.179378798
,CNGB1,0.012698475,NA
,ST6GALNAC2,-0.499433819,0.128988
,CHAT,-0.130920594,NA
,PABPC1,0.076393785,0.286766383
,TESK2,0.214816802,0.222324218
,CFAP20,-0.472990084,1.73E-08
,CSNK2A2,-0.413686046,1.81E-07
,PTPN21,-1.486487281,1.49E-05
,EIF2B3,-0.654338119,2.19E-14
,CAMK2A,-0.056798658,NA
,TCOF1,-0.451118151,1.45E-11
,CDC42,-0.278995883,1.48E-07
,OSBPL3,-0.664595446,3.97E-06
,EPHA8,0,NA
,SLC12A3,0.155985834,0.545484332
,RAD18,-0.144719999,0.065731482
,ATP2B1,0.185827016,0.018630396
,TRPM5,0.540102208,0.06614864
,NCK2,-1.234281128,6.43E-87
,MAP4K4,-0.636954308,5.39E-34
,MGAT4A,3.164244415,1.73E-176
,RPL31,0.192799727,0.003920065
,WDR1,-0.177631504,1.17E-05
,SNX13,0.28710748,0.000467905
,MS4A12,0,NA
,ARHGAP10,-0.100873035,0.421313216
,RPS6KA2,-0.023687337,0.903481486
,ING3,-0.05037936,0.72016583
,VASH1,1.383488202,6.05E-88
,LMCD1,-0.944163649,0.00037565
,BUD23,-0.209829756,0.001725088
,SEL1L,0.181949384,0.014164242
,TRIP13,-0.313442706,1.35E-05
,ATP6AP1,0.102087118,0.067482626
,TCF3,-0.584069214,2.40E-17
,TRIB2,0.844041516,0.015108473
,DAZAP1,-0.18258112,0.001596328
,MBD3,-0.102664581,0.324451108
,PRLH,NA,NA
,HLTF,-0.425565152,9.43E-08
,FAM50A,0.097481812,0.297475919
,FAM3A,-0.00776981,0.964378656
,CPSF1,0.28848007,4.57E-06
,MYO3B,-0.111831274,NA
,CYBRD1,0.880770534,3.59E-23
,CDH19,0,NA
,PDCD2,-0.620501322,3.05E-34
,SLC6A15,0,NA
,RDH11,-0.09961138,0.323138544
,PRKACA,0.559791699,1.48E-18
,ADGRL1,0.686011613,7.28E-10
,SPP2,0.01191074,NA
,ACTN1,-0.285635957,2.66E-10
,ZFYVE26,0.605198316,3.33E-14
,RPS6KA6,0,NA
,EPN2,-0.003733117,0.989144373
,PTPN18,0.558620848,5.61E-28
,LIMS2,-0.110187498,0.799650697
,ASIC4,-0.045125926,NA
,SPEG,-0.021704143,0.96663456
,LNX1,0.392295414,0.2265615
,ALDH3A2,0.379439494,1.01E-08
,TFRC,-0.974368427,4.89E-51
,SREBF1,-2.007859698,4.57E-149
,TRPC5,NA,NA
,AFF4,-0.002375538,0.985180473
,UBE2D1,0.93631122,1.85E-22
,MPP5,0.108382259,0.472700651
,RHOBTB1,-0.036472089,0.929605673
,SMC1A,0.01994104,0.841140962
,HSD17B10,0.106686349,0.309404002
,MARK2,0.069206562,0.401540321
,HMMR,-0.406669648,1.43E-12
,CHFR,-0.08584618,0.215582163
,TRHDE,0.83282381,0.006713996
,P4HA2,-1.04784832,0.001545291
,FCGR2B,0.381903322,0.37825846
,NFATC3,-0.639129514,1.23E-23
,TRNT1,-0.430577422,2.07E-08
,ACADVL,0.204409385,0.000248761
,STK10,-0.372198271,7.30E-12
,FBXW11,-0.355079709,2.93E-08
,ACAP1,-0.357118404,7.46E-06
,CRMP1,0.515311766,0.20214459
,EVC,-0.009920073,NA
,DERL2,-0.060902049,0.612817761
,SIDT1,1.022410051,7.74E-08
,NDE1,-0.490375873,6.25E-13
,MRVI1,1.192509704,0.000198355
,TMEM38A,0.612337361,0.018348546
,AP1M1,-0.113186713,0.068694217
,PVR,-0.296149307,4.47E-06
,XRCC1,-0.315198223,1.72E-05
,SCARB1,-0.063473285,0.495675345
,CYP2W1,-0.190684926,0.662619843
,MCM2,-0.468850313,7.40E-20
,MOV10L1,0.176064771,0.574655422
,PANX2,0.697856486,0.001895799
,SELENOO,0.541041585,6.72E-08
,TP63,0.544824358,0.153654775
,ALPK1,0.632303784,1.98E-12
,LLGL2,-0.043868312,0.772003259
,PDE8A,0.898306336,2.27E-09
,CLCN4,1.123159555,1.81E-23
,NLE1,-0.586826023,3.86E-12
,SDHA,-0.313014418,1.91E-12
,SMARCE1,-0.174479005,0.000236507
,FNDC8,0.018032965,0.964378656
,GSDMB,0.708300417,0.006068969
,KDM5A,-0.037856013,0.725505576
,ADAM11,0.57210088,0.032568513
,PPP2R3A,-0.795152633,0.024375283
,FERMT2,0.010898941,NA
,ABCB11,0.03436724,NA
,DHRS9,3.258820777,1.89E-75
,CD5L,0,NA
,PTGS2,-0.165011806,0.722673019
,IGF2BP2,-2.226606757,0
,MAP3K13,0.474198196,9.15E-07
,ST6GAL1,-0.147693813,0.040078274
,TBX21,-0.201697722,NA
,VDAC1P1,-0.707620061,0.000893043
,FRY,1.291831441,1.74E-69
,PICALM,0.213236091,0.001985417
,NSF,-0.001556062,0.985579801
,GLI2,0,NA
,CLASP1,0.073561908,0.458452902
,MRPS34,-0.602893203,9.91E-14
,NOTCH3,-0.648312026,0.066017779
,CLNS1A,-0.724577044,1.95E-55
,PPP2R2C,-0.148033231,NA
,TEAD2,-0.029110714,0.959960588
,EED,-0.126459068,0.208948229
,CDHR2,0.635986496,0.092727978
,SNCB,-0.075350776,NA
,TSG101,-0.444891928,1.14E-12
,NCBP3,0.793425873,3.30E-49
,ATP2A3,0.115683144,0.092033458
,CA12,0,NA
,MGLL,-2.280170588,8.10E-59
,NTN4,0,NA
,BCS1L,0.170079028,0.064175886
,NUAK1,-0.03080911,0.912523677
,DPP8,0.108800555,0.151424443
,SLC24A1,0.285727329,0.014412191
,ZNF532,-0.638554746,1.97E-08
,SCARF1,0.266584115,0.471851183
,LMAN1,-0.205007736,0.000520033
,HACD3,-0.532879342,7.26E-15
,IPCEF1,2.009159188,3.11E-28
,ZZEF1,0.34031413,2.02E-06
,NOX3,NA,NA
,ENO1,-0.244201815,1.74E-05
,SLC12A1,-0.369311346,0.301469979
,MYDGF,-0.095955201,0.341098985
,ANO8,0.82599637,4.42E-17
,TUBE1,-0.636760412,0.01127198
,ARHGEF10L,1.541829556,4.54E-62
,TXK,-0.475398108,0.072411302
,WSCD2,0.002238696,NA
,KCNQ2,-0.054241433,0.881738651
,TACR2,0.208629539,0.646595902
,ACTR6,-0.395505132,6.11E-06
,TIPIN,-0.596120748,6.64E-10
,SRI,-0.08777414,0.387611553
,EIF4G3,-0.48026353,2.21E-16
,NUP37,-0.382584992,9.65E-08
,SEMA3A,1.100963298,0.000778123
,GTSE1,0.108676201,0.120341314
,SEMA3C,0.067477178,NA
,TTC38,-0.202227429,0.009218858
,ACAT1,-0.153448998,0.025663211
,GRAMD4,0.041291097,0.600653544
,CELSR1,0.584915896,0.134171519
,WNT8B,-0.117158118,NA
,ZNF638,0.136311503,0.03317824
,SLC25A40,-0.286115487,0.003421181
,TIMM21,-0.352510097,9.10E-06
,ADD2,-0.494539448,1.35E-19
,FGF4,-0.009920073,NA
,RASAL2,-0.015018364,0.904347038
,VPS9D1,0.406267427,0.000853331
,ZNF37A,-0.121729481,0.304706419
,MARK3,-0.009385442,0.902690763
,SLC25A3,-0.349342608,1.94E-16
,FNDC3B,0.231073874,0.001782058
,FOSL2,0.331663708,1.43E-10
,CACNG5,-0.009920073,NA
,CACNG4,NA,NA
,FRYL,0.016281168,0.912373596
,TMEM131,0.530312782,5.44E-13
,FSCN1,-4.348707059,1.61E-143
,ACTB,0.012890672,0.900211459
,MOCOS,-0.597390168,0.110517668
,PLD1,0.724217503,2.19E-15
,ATP12A,0.018119373,0.964378656
,WDR62,0.092898574,0.3329898
,DLG1,0.004181464,0.973786516
,RAB7A,-0.107311585,0.023978662
,BCAP29,-0.115292797,0.827237044
,SEC31B,1.897194417,5.59E-51
,SART3,-0.152437396,0.019995955
,ARHGAP15,0.126829838,0.093373945
,TUBA3D,0.287605585,0.522504021
,PAX2,0.205433613,0.674323263
,EXOSC7,-0.483235601,1.22E-10
,KIFAP3,0.057821254,0.723356235
,MKRN2,0.16093282,0.024892642
,MCM6,-0.611320033,1.10E-46
,REXO2,0.182666046,0.0920964
,RBM7,-0.015565088,0.91619415
,RBMS2,2.032524687,1.31E-25
,BAZ2A,-0.040145721,0.633479748
,PTPN23,0.249405965,0.001253979
,MLH1,-0.417526908,4.16E-14
,UNG,-0.431390699,3.06E-16
,FMO4,0.570291067,0.044156097
,KLHL20,-0.050326473,0.734270245
,RGS11,0.018721136,NA
,SLC46A1,-0.116437175,0.809016634
,PLXNA2,1.476111452,1.63E-16
,SPAG5,-0.023681604,0.729386133
,ANKRD13A,0.364973612,4.74E-11
,TPD52,-1.280063062,7.71E-66
,ACACB,0.860202397,1.20E-24
,TRAF4,-0.579756994,2.16E-09
,PAG1,-0.840207119,8.54E-21
,GPATCH1,0.286441023,0.000594478
,ICAM3,2.195965475,1.57E-17
,NT5C2,0.171598318,0.003406595
,MCAM,-0.501040856,0.219229487
,GPC4,-0.085621347,0.868345737
,MBNL3,0.226686444,0.021854852
,CAMSAP3,-0.176562694,0.720149601
,RAP1GAP,-2.526513771,6.65E-40
,XAB2,0.018549711,0.846974144
,ARHGEF1,0.094970257,0.252300808
,STXBP2,0.537308684,8.00E-32
,MAP2K7,-0.089741682,0.250415325
,NMRK2,0,NA
,DGKD,0.070903955,0.323648056
,CTTNBP2,0.01191074,NA
,ACTL6B,-0.045621843,NA
,RARB,0.409032563,0.332778652
,TOP2B,-0.314491925,3.75E-08
,TM9SF3,-0.203058293,0.000362955
,NFKB2,-0.472301763,3.08E-08
,UBE2T,-0.745745391,1.53E-23
,PPP1R12B,0.489476308,3.46E-06
,DNAJC10,0.457532163,5.03E-10
,GTF3C1,0.446552964,1.52E-14
,IL4R,0.06805466,0.488073437
,USP33,-0.207846117,0.000294138
,PAK3,-1.025257166,0.002999159
,CAPN6,0.265674504,0.429135781
,DCX,0.01191074,NA
,SNRPA,-0.339055192,1.21E-10
,SPAG6,-0.097667582,0.768729506
,EXOSC5,-0.554004789,2.77E-15
,DYNC1I2,-0.378664129,8.81E-11
,APBB1IP,-0.025931132,0.793462177
,LRCH4,0.255504149,0.000445269
,FAM76B,0.072743395,0.495904037
,SIRT6,-0.17226208,0.124353269
,TYR,NA,NA
,POLD3,-0.123068939,0.058489957
,ACTN2,0.041745647,NA
,CAPZB,-0.129817948,0.006261936
,GPR137B,0.201512403,0.246040742
,NAALAD2,-0.048955239,0.93255624
,JADE1,0.091815681,0.3716959
,SLC25A43,-0.561977855,4.55E-08
,UBE2A,-0.045577958,0.590908381
,FGFR1,1.239403154,4.28E-57
,FKBP6,0.000995333,NA
,SMC1B,-0.180226872,0.602353802
,FBLN1,0.118111642,0.683312047
,ITGA8,0,NA
,CST7,-0.701038359,3.11E-08
,MAP2,0.00692054,0.984571644
,PIAS2,0.037416602,0.805201638
,AMPH,0.045644943,NA
,ARAF,0.062669398,0.507317192
,MCCC1,-0.000580291,0.994940463
,LAMP3,0.01191074,NA
,FAP,0.343726017,0.259667326
,NEBL,0.124405101,NA
,ACER3,0.441814896,2.14E-06
,UBE2K,-0.237611357,1.03E-05
,PIK3C3,-0.086144333,0.311569836
,N4BP2,0.288570062,0.004167491
,TIGAR,-0.722681032,1.31E-16
,TULP3,-0.516624562,2.61E-05
,SYNJ2,0.738964193,1.90E-15
,ADCY2,0.250635307,0.459385624
,PPP2R5C,-0.133989919,0.030544426
,PMS2P1,-0.136359288,0.378098192
,RBFOX1,NA,NA
,GNB1,-0.258602922,2.11E-15
,HOXA9,-1.606232935,2.02E-131
,EDN1,0.01200929,NA
,MLLT10,-0.314762086,5.58E-06
,ZCWPW1,0.484019421,0.006703297
,ADCYAP1R1,-0.881855733,0.011551377
,FGF20,NA,NA
,P2RY10,0.043645655,NA
,ITM2A,NA,NA
,NRDC,-0.270738879,2.17E-08
,VDAC3,-0.173372044,0.002060722
,PCM1,0.009828437,0.914454908
,TNRC6C,0.688614473,9.07E-10
,CBFA2T2,0.562831876,1.92E-11
,BRINP1,NA,NA
,ITCH,0.219701538,0.000740846
,PKD2L2,-0.138398309,0.746800999
,TP53INP2,-0.494491301,0.006782321
,SDF4,0.153163405,0.057212656
,MYH7B,0.823517036,0.0080265
,BPIFB2,-0.009920073,NA
,TP73,-0.273224739,0.054584393
,TOLLIP,0.172507932,0.028737846
,UBE2D4,0.167763306,0.211909873
,CLUL1,0.023612608,NA
,RUNX1T1,0.029639239,NA
,CDH17,0.043321775,NA
,THOC1,-0.148631731,0.059124339
,FKBP7,-0.411090919,0.036401022
,OSBPL6,-0.173138567,0.60251672
,SLC1A3,1.981919494,4.77E-105
,XRCC5,-0.459375902,3.67E-36
,LXN,-0.115086904,0.444918217
,SP140,1.150978154,0.00105203
,MKNK1,0.246961169,6.37E-06
,TNS1,1.001499936,2.09E-30
,REXO1,0.029018242,0.83725904
